Predicted_Mean
526.830017
526.9334148175463
527.0362441825636
527.1385047549479
527.2401961964348
527.3413181706034
527.4418703428761
527.5418523805225
527.641263952659
527.7401047302523
527.8383743861206
527.936072594935
528.0331990332228
528.1297533793673
528.2257353136113
528.3211445180568
528.4159806766695
528.5102434752783
528.6039326015783
528.6970477451312
528.789588597369
528.8815548515928
528.9729462029788
529.063762348575
529.1540029873069
529.2436678199765
529.3327565492663
529.4212688797379
529.509204517837
529.5965631718931
